eventId,beeKeeperID,siteNo,hiveNo,eventY,eventM,eventD,eventType,inoutType,inoutQuantity,inoutUnit,inoutUnit_desc,clinicalSigns,eventDescription
CM1178,5BC8557A401F84B44F1BF03B71F3CF7C,2,2,2020,6,23,OUTPUT,Foundation comb,0.009,G167A,Kilogram,No clinical signs,burr comb removed
CM460,5BC8557A401F84B44F1BF03B71F3CF7C,2,5,2019,7,29,OTHER,,,,.,No clinical signs,300 dead bees in front of hive
CM1208,5BC8557A401F84B44F1BF03B71F3CF7C,2,2,2020,9,23,OUTPUT,Food comb,0.005,G167A,Kilogram,No clinical signs,burr comb removed
CM1491,89D81AA2C010D67185C9217788CBCCF6,6,18,2020,7,21,INPUT,Amitraz,2,G133A,Piece,No clinical signs,Apply Apivar treatment- stripes
CM1232,5BC8557A401F84B44F1BF03B71F3CF7C,2,4,2020,6,22,OUTPUT,Foundation comb,0.29,G167A,Kilogram,No clinical signs,burr comb removed
CM1216,5BC8557A401F84B44F1BF03B71F3CF7C,2,3,2020,6,22,OTHER,,,,.,No clinical signs,303 dead bees in front of hive
CM1249,5BC8557A401F84B44F1BF03B71F3CF7C,2,4,2020,7,28,OUTPUT,Foundation comb,0.11,G167A,Kilogram,No clinical signs,burr comb removed
CM409,89D81AA2C010D67185C9217788CBCCF6,6,1,2019,9,10,SAMPLE,,,,.,No clinical signs,Collect beebread and nectar samples
CM1281,5BC8557A401F84B44F1BF03B71F3CF7C,2,5,2020,6,3,OUTPUT,Foundation comb,0.03,G167A,Kilogram,No clinical signs,burr comb removed
CM658,5BC8557A401F84B44F1BF03B71F3CF7C,1,1,2019,7,11,OTHER,,,,.,No clinical signs,318 dead bees in front of hive
CM1289,5BC8557A401F84B44F1BF03B71F3CF7C,2,5,2020,7,9,OUTPUT,Foundation comb,0.07,G167A,Kilogram,No clinical signs,burr comb removed
CM1493,89D81AA2C010D67185C9217788CBCCF6,6,14,2020,7,21,INPUT,Amitraz,2,G133A,Piece,No clinical signs,Apply Apivar treatment- stripes
CM1312,5BC8557A401F84B44F1BF03B71F3CF7C,2,5,2020,9,3,OUTPUT,Foundation comb,0.03,G167A,Kilogram,No clinical signs,burr comb removed
CM694,5BC8557A401F84B44F1BF03B71F3CF7C,1,3,2019,8,19,OTHER,,,,.,No clinical signs,329 dead bees in front of hive
CM1331,5BC8557A401F84B44F1BF03B71F3CF7C,2,7,2020,6,23,OUTPUT,Foundation comb,0.16,G167A,Kilogram,No clinical signs,burr comb removed
CM484,89D81AA2C010D67185C9217788CBCCF6,6,7,2019,9,26,INPUT,Thymol,1,G133A,Piece,No clinical signs,Apply Apiguard- treatment tray
CM1342,5BC8557A401F84B44F1BF03B71F3CF7C,2,7,2020,7,28,OUTPUT,Foundation comb,0.145,G167A,Kilogram,No clinical signs,burr comb removed
CM859,5BC8557A401F84B44F1BF03B71F3CF7C,1,1,2019,8,19,OTHER,,,,.,No clinical signs,330 dead bees in front of hive
CM1361,5BC8557A401F84B44F1BF03B71F3CF7C,2,7,2020,9,23,OUTPUT,Foundation comb,0.05,G167A,Kilogram,No clinical signs,burr comb removed
CM1122,89D81AA2C010D67185C9217788CBCCF6,5,5,2020,8,24,INPUT,Amitraz,2,G133A,Piece,No clinical signs,Apply Apivar treatment- stripes
CM1390,5BC8557A401F84B44F1BF03B71F3CF7C,2,9,2020,6,4,OUTPUT,Foundation comb,0.15,G167A,Kilogram,No clinical signs,burr comb removed
CM1182,5BC8557A401F84B44F1BF03B71F3CF7C,2,2,2020,7,9,OTHER,,,,.,No clinical signs,338 dead bees in front of hive
CM1397,5BC8557A401F84B44F1BF03B71F3CF7C,2,9,2020,7,9,OUTPUT,Foundation comb,0.04,G167A,Kilogram,No clinical signs,burr comb removed
CM412,89D81AA2C010D67185C9217788CBCCF6,6,3,2019,9,10,SAMPLE,,,,.,No clinical signs,Collect beebread and nectar samples
CM1409,5BC8557A401F84B44F1BF03B71F3CF7C,2,9,2020,9,3,OUTPUT,Foundation comb,0.04,G167A,Kilogram,No clinical signs,burr comb removed
CM662,5BC8557A401F84B44F1BF03B71F3CF7C,1,2,2019,5,15,OTHER,,,,.,No clinical signs,35 dead bees in front of hive
CM1425,5BC8557A401F84B44F1BF03B71F3CF7C,1,1,2020,7,8,OUTPUT,Foundation comb,0.107,G167A,Kilogram,No clinical signs,burr comb removed
CM1071,89D81AA2C010D67185C9217788CBCCF6,5,2,2020,3,23,INPUT,Amitraz,2,G133A,Piece,No clinical signs,Apply Apivar treatment- stripes
CM1464,5BC8557A401F84B44F1BF03B71F3CF7C,1,3,2020,7,27,OUTPUT,Foundation comb,0.025,G167A,Kilogram,No clinical signs,burr comb removed
CM1598,5BC8557A401F84B44F1BF03B71F3CF7C,1,5,2020,8,13,OTHER,,,,.,No clinical signs,353 dead bees in front of hive
CM1571,5BC8557A401F84B44F1BF03B71F3CF7C,1,3,2020,9,23,OUTPUT,Foundation comb,0.005,G167A,Kilogram,No clinical signs,burr comb removed
CM462,89D81AA2C010D67185C9217788CBCCF6,5,1,2019,3,10,OUTPUT,No input-output,53,G133A,Piece,No clinical signs,Dead bees in the tray
CM1590,5BC8557A401F84B44F1BF03B71F3CF7C,1,5,2020,7,8,OUTPUT,Foundation comb,0.066,G167A,Kilogram,No clinical signs,burr comb removed
CM788,5BC8557A401F84B44F1BF03B71F3CF7C,2,2,2019,7,8,OTHER,,,,.,No clinical signs,371 dead bees in front of hive
CM1637,5BC8557A401F84B44F1BF03B71F3CF7C,1,6,2020,8,31,OUTPUT,Foundation comb,0.175,G167A,Kilogram,No clinical signs,burr comb removed
CM1073,89D81AA2C010D67185C9217788CBCCF6,5,4,2020,3,23,INPUT,Amitraz,2,G133A,Piece,No clinical signs,Apply Apivar treatment- stripes
CM1659,5BC8557A401F84B44F1BF03B71F3CF7C,1,7,2020,6,18,OUTPUT,Foundation comb,0.026,G167A,Kilogram,No clinical signs,burr comb removed
CM1146,5BC8557A401F84B44F1BF03B71F3CF7C,2,1,2020,8,18,OTHER,,,,.,No clinical signs,375 dead bees in front of hive
CM1667,5BC8557A401F84B44F1BF03B71F3CF7C,1,7,2020,7,27,OUTPUT,Foundation comb,0.03,G167A,Kilogram,No clinical signs,burr comb removed
CM416,89D81AA2C010D67185C9217788CBCCF6,6,5,2019,9,10,SAMPLE,,,,.,No clinical signs,Collect beebread and nectar samples
CM1692,5BC8557A401F84B44F1BF03B71F3CF7C,1,8,2020,7,27,OUTPUT,Foundation comb,0.325,G167A,Kilogram,No clinical signs,burr comb removed
CM1662,5BC8557A401F84B44F1BF03B71F3CF7C,1,7,2020,7,8,OTHER,,,,.,No clinical signs,376 dead bees in front of hive
CM554,5BC8557A401F84B44F1BF03B71F3CF7C,1,4,2019,6,24,OUTPUT,Foundation comb,6,G133A,Piece,No clinical signs,"""comb no. 4	"""
CM1075,89D81AA2C010D67185C9217788CBCCF6,5,8,2020,3,23,INPUT,Amitraz,2,G133A,Piece,No clinical signs,Apply Apivar treatment- stripes
CM528,5BC8557A401F84B44F1BF03B71F3CF7C,2,6,2019,9,4,OUTPUT,Foundation comb,1,G133A,Piece,No clinical signs,comb removed due to mold
CM718,5BC8557A401F84B44F1BF03B71F3CF7C,1,4,2019,8,19,OTHER,,,,.,No clinical signs,38 dead bees in front of hive
CM777,5BC8557A401F84B44F1BF03B71F3CF7C,1,5,2019,8,19,OUTPUT,Food comb,16,G133A,Piece,No clinical signs,"""combs no. 1-10	"""
CM1114,89D81AA2C010D67185C9217788CBCCF6,5,10,2020,5,22,OUTPUT,Amitraz,2,G133A,Piece,No clinical signs,Remove treatment (Apivar)- stripes
CM445,5BC8557A401F84B44F1BF03B71F3CF7C,2,1,2019,7,29,OUTPUT,Foundation comb,3.55,G167A,Kilogram,No clinical signs,"""combs no. 3-6+7	"""
CM940,EAC7A9C9E5F667F3D1071B4DFBA72CF8,4,2,2020,7,9,INPUT,Queen excluder,0.6,G167A,Kilogram,No clinical signs,Bee emptier added
CM1180,5BC8557A401F84B44F1BF03B71F3CF7C,2,2,2020,6,23,OUTPUT,Food comb,1.385,G167A,Kilogram,No clinical signs,food comb no. 41 taken out and used in hive 3 to prevent starving
CM1077,89D81AA2C010D67185C9217788CBCCF6,5,7,2020,3,23,INPUT,Amitraz,2,G133A,Piece,No clinical signs,Apply Apivar treatment- stripes
CM786,5BC8557A401F84B44F1BF03B71F3CF7C,2,1,2019,6,18,OUTPUT,Honey,7.865,G167A,Kilogram,No clinical signs,"""four frames	"""
CM988,EAC7A9C9E5F667F3D1071B4DFBA72CF8,4,12,2020,8,7,INPUT,Sucrose,0.7,G167A,Kilogram,No clinical signs,Feeder
CM1632,5BC8557A401F84B44F1BF03B71F3CF7C,1,6,2020,8,21,OUTPUT,Food comb,14.025,G167A,Kilogram,No clinical signs,frame 1.7.8.9.10.15.16.36.37
CM420,89D81AA2C010D67185C9217788CBCCF6,6,7,2019,9,10,SAMPLE,,,,.,No clinical signs,Collect beebread and nectar samples
CM1631,5BC8557A401F84B44F1BF03B71F3CF7C,1,6,2020,8,13,OUTPUT,Honey,1.7,G167A,Kilogram,No clinical signs,frame 19 with honey removed
CM997,EAC7A9C9E5F667F3D1071B4DFBA72CF8,4,2,2020,9,1,INPUT,Sucrose,2.4,G167A,Kilogram,No clinical signs,Feeder
CM1569,5BC8557A401F84B44F1BF03B71F3CF7C,1,3,2020,8,31,OUTPUT,Food comb,6.16,G167A,Kilogram,No clinical signs,"""frame 29	"""
CM1109,89D81AA2C010D67185C9217788CBCCF6,5,11,2020,5,15,INPUT,Amitraz,2,G133A,Piece,No clinical signs,Apply Apivar treatment- stripes
CM1426,5BC8557A401F84B44F1BF03B71F3CF7C,1,1,2020,8,21,OUTPUT,Food comb,0.71,G167A,Kilogram,No clinical signs,frame 34 with honey and brood removed due to reduction
CM978,EAC7A9C9E5F667F3D1071B4DFBA72CF8,4,6,2020,8,17,INPUT,Sucrose,2.4,G167A,Kilogram,No clinical signs,Gave them bucket and super for feeding
CM1252,5BC8557A401F84B44F1BF03B71F3CF7C,2,4,2020,7,28,OUTPUT,Honey,5.345,G167A,Kilogram,No clinical signs,"""frame720nyny	"""
CM464,89D81AA2C010D67185C9217788CBCCF6,5,3,2019,3,10,OUTPUT,No input-output,195,G133A,Piece,No clinical signs,Dead bees in the tray
CM1292,5BC8557A401F84B44F1BF03B71F3CF7C,2,5,2020,6,22,OUTPUT,Foundation comb,9.77,G167A,Kilogram,No clinical signs,"""frames no. 11	"""
CM95,EAC7A9C9E5F667F3D1071B4DFBA72CF8,3,5,2019,5,13,INPUT,Foundation comb,2.6,G167A,Kilogram,No clinical signs,
CM1562,5BC8557A401F84B44F1BF03B71F3CF7C,1,3,2020,8,13,OUTPUT,Food comb,13.02,G167A,Kilogram,No clinical signs,"""frames removed due to reduction for winter. Frame no. 43	"""
CM1123,89D81AA2C010D67185C9217788CBCCF6,5,8,2020,8,12,INPUT,Amitraz,2,G133A,Piece,No clinical signs,Apply Apivar treatment- stripes
CM1191,5BC8557A401F84B44F1BF03B71F3CF7C,2,2,2020,8,17,OUTPUT,Honey,6.265,G167A,Kilogram,No clinical signs,"""hive reduced to two supers with 13 frames+sucrose frames removed are 15	"""
CM97,EAC7A9C9E5F667F3D1071B4DFBA72CF8,4,1,2019,5,15,INPUT,Foundation comb,2.6,G167A,Kilogram,No clinical signs,
CM1657,5BC8557A401F84B44F1BF03B71F3CF7C,1,7,2020,6,18,OUTPUT,Honey,5.375,G167A,Kilogram,No clinical signs,honey frames removed frame no 31 and 32
CM469,89D81AA2C010D67185C9217788CBCCF6,6,8,2019,9,10,SAMPLE,,,,.,No clinical signs,Collect beebread and nectar samples
CM1237,5BC8557A401F84B44F1BF03B71F3CF7C,2,4,2020,6,22,OUTPUT,Honey,7.045,G167A,Kilogram,No clinical signs,"""honey frames removed	"""
CM99,EAC7A9C9E5F667F3D1071B4DFBA72CF8,4,3,2019,5,15,INPUT,Foundation comb,2.6,G167A,Kilogram,No clinical signs,
CM1456,5BC8557A401F84B44F1BF03B71F3CF7C,1,3,2020,6,18,OUTPUT,Honey,24.475,G167A,Kilogram,No clinical signs,"""honey frames removed	"""
CM1131,89D81AA2C010D67185C9217788CBCCF6,5,2,2020,8,12,INPUT,Amitraz,2,G133A,Piece,No clinical signs,Apply Apivar treatment- stripes
CM742,5BC8557A401F84B44F1BF03B71F3CF7C,1,6,2019,6,20,OUTPUT,Super + 10 frames,4.9,G167A,Kilogram,No clinical signs,
CM111,EAC7A9C9E5F667F3D1071B4DFBA72CF8,4,4,2019,5,15,INPUT,Foundation comb,2.6,G167A,Kilogram,No clinical signs,
CM441,5BC8557A401F84B44F1BF03B71F3CF7C,1,4,2019,7,11,OUTPUT,Food comb,3.11,G167A,Kilogram,No clinical signs,one super with frame 17-18-19-20 removed
CM646,89D81AA2C010D67185C9217788CBCCF6,5,2,2019,4,16,OUTPUT,Amitraz,2,G133A,Piece,No clinical signs,Remove treatment (Apivar)- stripes
CM220,5BC8557A401F84B44F1BF03B71F3CF7C,2,5,2019,8,16,OUTPUT,Foundation comb,4.25,G167A,Kilogram,No clinical signs,"""removed 10 combs no. 1	"""
CM113,EAC7A9C9E5F667F3D1071B4DFBA72CF8,4,5,2019,5,24,INPUT,Foundation comb,2.6,G167A,Kilogram,No clinical signs,
CM449,5BC8557A401F84B44F1BF03B71F3CF7C,2,3,2019,8,28,OUTPUT,Foundation comb,0.27,G167A,Kilogram,No clinical signs,removed frame 19
CM1155,89D81AA2C010D67185C9217788CBCCF6,5,11,2020,8,12,INPUT,Amitraz,2,G133A,Piece,No clinical signs,Apply Apivar treatment- stripes
CM175,5BC8557A401F84B44F1BF03B71F3CF7C,2,7,2019,7,9,OUTPUT,Super + 10 frames,4.9,G167A,Kilogram,No clinical signs,removed super with 10 combs
CM115,EAC7A9C9E5F667F3D1071B4DFBA72CF8,3,4,2019,5,24,INPUT,Foundation comb,2.6,G167A,Kilogram,No clinical signs,
CM746,5BC8557A401F84B44F1BF03B71F3CF7C,1,6,2019,8,20,OUTPUT,Super + 10 frames,4.9,G167A,Kilogram,No clinical signs,removed super with 10 combs
CM564,89D81AA2C010D67185C9217788CBCCF6,5,1,2019,6,8,SAMPLE,,,,.,No clinical signs,Collect beebread and nectar samples
CM756,5BC8557A401F84B44F1BF03B71F3CF7C,1,7,2019,8,20,OUTPUT,Super + 10 frames,4.9,G167A,Kilogram,No clinical signs,removed super with 10 combs
CM117,EAC7A9C9E5F667F3D1071B4DFBA72CF8,3,2,2019,5,24,INPUT,Foundation comb,2.6,G167A,Kilogram,No clinical signs,
CM453,5BC8557A401F84B44F1BF03B71F3CF7C,2,4,2019,7,8,OUTPUT,Super + 10 frames,4.9,G167A,Kilogram,No clinical signs,removed super with 10 combs (no. 31-40)nothing on them
CM1052,89D81AA2C010D67185C9217788CBCCF6,5,5,2020,3,23,INPUT,Brood comb,1.4,G167A,Kilogram,No clinical signs,1 brood frame from colony 4
CM456,5BC8557A401F84B44F1BF03B71F3CF7C,2,4,2019,7,29,OUTPUT,Super + 10 frames,5.99,G167A,Kilogram,No clinical signs,removed super with 10 combs no. 21-30
CM119,EAC7A9C9E5F667F3D1071B4DFBA72CF8,3,1,2019,5,24,INPUT,Foundation comb,2.6,G167A,Kilogram,No clinical signs,
CM303,5BC8557A401F84B44F1BF03B71F3CF7C,2,2,2019,8,14,OUTPUT,Super + 10 frames,5.855,G167A,Kilogram,No clinical signs,"""removed super with 10 combs	"""
CM466,89D81AA2C010D67185C9217788CBCCF6,5,5,2019,3,10,OUTPUT,No input-output,48,G133A,Piece,No clinical signs,Dead bees in the tray
CM714,5BC8557A401F84B44F1BF03B71F3CF7C,1,2,2019,8,20,OUTPUT,Super + 10 frames,4.9,G167A,Kilogram,No clinical signs,"""removed super with 10 combs	"""
CM225,EAC7A9C9E5F667F3D1071B4DFBA72CF8,4,1,2019,6,11,INPUT,Queen excluder,0.8,G167A,Kilogram,No clinical signs,
CM820,5BC8557A401F84B44F1BF03B71F3CF7C,2,3,2019,8,16,OUTPUT,Super + 10 frames,8.01,G167A,Kilogram,No clinical signs,removed super with 10 combs+9 combs(no.1+7-11+17+18+20-30
CM1556,89D81AA2C010D67185C9217788CBCCF6,5,9,2020,2,4,INPUT,Food comb,0.91,G167A,Kilogram,No clinical signs,1 comb frame with honey added
CM1583,5BC8557A401F84B44F1BF03B71F3CF7C,1,5,2020,6,18,OUTPUT,Super + 10 frames,4.9,G167A,Kilogram,No clinical signs,super + 10 frames (no 31-40) removed app. 5 kg
CM227,EAC7A9C9E5F667F3D1071B4DFBA72CF8,4,3,2019,6,11,INPUT,Queen excluder,0.8,G167A,Kilogram,No clinical signs,
CM778,5BC8557A401F84B44F1BF03B71F3CF7C,1,1,2019,8,19,OUTPUT,Super + 10 frames,4.9,G167A,Kilogram,No clinical signs,super + 10 frames removed frame no. 4-9-11-16-20-27
CM566,89D81AA2C010D67185C9217788CBCCF6,5,3,2019,6,8,SAMPLE,,,,.,No clinical signs,Collect beebread and nectar samples
CM732,5BC8557A401F84B44F1BF03B71F3CF7C,1,5,2019,7,11,OUTPUT,Super + 10 frames,4.9,G167A,Kilogram,No clinical signs,"""super + combs removed	"""
CM229,EAC7A9C9E5F667F3D1071B4DFBA72CF8,4,5,2019,6,14,INPUT,Queen excluder,0.8,G167A,Kilogram,No clinical signs,
CM1282,5BC8557A401F84B44F1BF03B71F3CF7C,2,5,2020,6,3,OUTPUT,Super + 10 frames,4.9,G167A,Kilogram,No clinical signs,super added + frames no. 31-40
CM1550,89D81AA2C010D67185C9217788CBCCF6,5,4,2020,2,4,INPUT,Food comb,2.27,G167A,Kilogram,No clinical signs,2 comb frames with honey added
CM1672,5BC8557A401F84B44F1BF03B71F3CF7C,1,7,2020,8,21,OUTPUT,Super + 10 frames,24.64,G167A,Kilogram,No clinical signs,"""Super+frames 32	"""
CM231,EAC7A9C9E5F667F3D1071B4DFBA72CF8,3,4,2019,6,12,INPUT,Queen excluder,0.8,G167A,Kilogram,No clinical signs,
CM1014,5BC8557A401F84B44F1BF03B71F3CF7C,1,1,2020,4,22,SAMPLE,,,,.,No clinical signs,5 g honey and 2 g pollen + pollen for identification
CM1065,89D81AA2C010D67185C9217788CBCCF6,5,4,2020,3,23,OUTPUT,Brood comb,1.4,G167A,Kilogram,No clinical signs,1 brood frame
CM213,5BC8557A401F84B44F1BF03B71F3CF7C,1,8,2019,10,11,SAMPLE,,,,.,No clinical signs,bee sample for varroa
CM233,EAC7A9C9E5F667F3D1071B4DFBA72CF8,3,2,2019,6,28,INPUT,Queen excluder,0.8,G167A,Kilogram,No clinical signs,
CM550,5BC8557A401F84B44F1BF03B71F3CF7C,1,2,2019,10,11,SAMPLE,,,,.,No clinical signs,bee sample for varroa
CM1554,89D81AA2C010D67185C9217788CBCCF6,5,7,2020,2,4,INPUT,Food comb,4.21,G167A,Kilogram,No clinical signs,2 comb frames with honey added
CM773,5BC8557A401F84B44F1BF03B71F3CF7C,1,5,2019,10,11,SAMPLE,,,,.,No clinical signs,bee sample for varroa
CM249,EAC7A9C9E5F667F3D1071B4DFBA72CF8,3,2,2019,8,20,INPUT,Sucrose,8.7,G167A,Kilogram,No clinical signs,
CM775,5BC8557A401F84B44F1BF03B71F3CF7C,1,6,2019,10,11,SAMPLE,,,,.,No clinical signs,bee sample for varroa
CM568,89D81AA2C010D67185C9217788CBCCF6,5,5,2019,6,8,SAMPLE,,,,.,No clinical signs,Collect beebread and nectar samples
CM1205,5BC8557A401F84B44F1BF03B71F3CF7C,2,2,2020,9,23,SAMPLE,,,,.,No clinical signs,bee sample for varroa
CM251,EAC7A9C9E5F667F3D1071B4DFBA72CF8,3,4,2019,8,20,INPUT,Sucrose,7.7,G167A,Kilogram,No clinical signs,
CM1318,5BC8557A401F84B44F1BF03B71F3CF7C,2,5,2020,9,23,SAMPLE,,,,.,No clinical signs,bee sample for varroa
CM1548,89D81AA2C010D67185C9217788CBCCF6,5,5,2020,2,4,INPUT,Food comb,4.34,G167A,Kilogram,No clinical signs,3 comb frames with honey added
CM1413,5BC8557A401F84B44F1BF03B71F3CF7C,2,9,2020,9,23,SAMPLE,,,,.,No clinical signs,bee sample for varroa
CM253,EAC7A9C9E5F667F3D1071B4DFBA72CF8,4,2,2019,8,20,INPUT,Sucrose,4.4,G167A,Kilogram,No clinical signs,
CM811,5BC8557A401F84B44F1BF03B71F3CF7C,2,1,2019,8,16,SAMPLE,,,,.,No clinical signs,bees for varroa and 9 by 9 comb for virus
CM468,89D81AA2C010D67185C9217788CBCCF6,6,2,2019,3,9,OUTPUT,No input-output,109,G133A,Piece,No clinical signs,Dead bees in the tray
CM1184,5BC8557A401F84B44F1BF03B71F3CF7C,2,2,2020,7,9,SAMPLE,,,,.,No clinical signs,brood sample
CM255,EAC7A9C9E5F667F3D1071B4DFBA72CF8,4,4,2019,8,20,INPUT,Sucrose,5.5,G167A,Kilogram,No clinical signs,
CM1423,5BC8557A401F84B44F1BF03B71F3CF7C,1,1,2020,7,8,SAMPLE,,,,.,No clinical signs,brood sample
CM393,89D81AA2C010D67185C9217788CBCCF6,5,10,2019,8,30,INPUT,Food comb,2.2,G167A,Kilogram,No clinical signs,3 comb frames with honey and beebread added
CM178,5BC8557A401F84B44F1BF03B71F3CF7C,2,8,2019,5,14,SAMPLE,,,,.,No clinical signs,brood sample for pestanalysis
CM258,EAC7A9C9E5F667F3D1071B4DFBA72CF8,3,8,2019,8,20,INPUT,Sucrose,5.6,G167A,Kilogram,No clinical signs,
CM1142,5BC8557A401F84B44F1BF03B71F3CF7C,2,1,2020,7,9,SAMPLE,,,,.,No clinical signs,brood sample for pestanalysis
CM570,89D81AA2C010D67185C9217788CBCCF6,5,7,2019,6,8,SAMPLE,,,,.,No clinical signs,Collect beebread and nectar samples
CM1369,5BC8557A401F84B44F1BF03B71F3CF7C,2,8,2020,7,9,SAMPLE,,,,.,No clinical signs,brood sample for pestanalysis
CM269,EAC7A9C9E5F667F3D1071B4DFBA72CF8,3,2,2019,8,11,INPUT,Sucrose,15.5,G167A,Kilogram,No clinical signs,
CM1458,5BC8557A401F84B44F1BF03B71F3CF7C,1,3,2020,7,8,SAMPLE,,,,.,No clinical signs,brood sample for pestanalysis
CM601,89D81AA2C010D67185C9217788CBCCF6,6,2,2019,7,15,INPUT,Food comb,20.3,G167A,Kilogram,No clinical signs,Add honey supper with honey left from extraction
CM1622,5BC8557A401F84B44F1BF03B71F3CF7C,1,6,2020,7,8,SAMPLE,,,,.,No clinical signs,brood sample for pestanalysis
CM273,EAC7A9C9E5F667F3D1071B4DFBA72CF8,3,4,2019,8,11,INPUT,Sucrose,14.6,G167A,Kilogram,No clinical signs,
CM1664,5BC8557A401F84B44F1BF03B71F3CF7C,1,7,2020,7,8,SAMPLE,,,,.,No clinical signs,brood sample for pestanalysis
CM1508,89D81AA2C010D67185C9217788CBCCF6,6,16,2020,4,26,OUTPUT,Amitraz,2,G133A,Piece,No clinical signs,Remove treatment (Apivar)- stripes
CM1220,5BC8557A401F84B44F1BF03B71F3CF7C,2,3,2020,7,9,SAMPLE,,,,.,No clinical signs,"""brood sample	"""
CM341,EAC7A9C9E5F667F3D1071B4DFBA72CF8,4,1,2019,8,12,INPUT,Sucrose,14.4,G167A,Kilogram,No clinical signs,
CM1051,5BC8557A401F84B44F1BF03B71F3CF7C,2,1,2020,6,22,SAMPLE,,,,.,No clinical signs,honey sample for pesticide analysis
CM613,89D81AA2C010D67185C9217788CBCCF6,6,3,2019,7,15,INPUT,Food comb,20.2,G167A,Kilogram,No clinical signs,Add honey supper with honey left from extraction
CM1302,5BC8557A401F84B44F1BF03B71F3CF7C,2,5,2020,8,17,SAMPLE,,,,.,No clinical signs,honey sample for pesticide analysis
CM343,EAC7A9C9E5F667F3D1071B4DFBA72CF8,4,3,2019,8,12,INPUT,Sucrose,17.7,G167A,Kilogram,No clinical signs,
CM1329,5BC8557A401F84B44F1BF03B71F3CF7C,2,7,2020,6,23,SAMPLE,,,,.,No clinical signs,honey sample for pesticide analysis
CM572,89D81AA2C010D67185C9217788CBCCF6,5,9,2019,6,8,SAMPLE,,,,.,No clinical signs,Collect beebread and nectar samples
CM1367,5BC8557A401F84B44F1BF03B71F3CF7C,2,8,2020,6,23,SAMPLE,,,,.,No clinical signs,honey sample for pesticide analysis
CM345,EAC7A9C9E5F667F3D1071B4DFBA72CF8,4,5,2019,8,12,INPUT,Sucrose,14.4,G167A,Kilogram,No clinical signs,
CM1393,5BC8557A401F84B44F1BF03B71F3CF7C,2,9,2020,6,23,SAMPLE,,,,.,No clinical signs,honey sample for pesticide analysis
CM334,89D81AA2C010D67185C9217788CBCCF6,5,10,2019,9,27,INPUT,Food comb,3,G167A,Kilogram,No clinical signs,2 comb frames with honey added
CM1449,5BC8557A401F84B44F1BF03B71F3CF7C,1,3,2020,4,24,SAMPLE,,,,.,No clinical signs,honey sample for pesticide analysis
CM352,EAC7A9C9E5F667F3D1071B4DFBA72CF8,4,1,2019,9,26,INPUT,Sucrose,9.3,G167A,Kilogram,No clinical signs,
CM1584,5BC8557A401F84B44F1BF03B71F3CF7C,1,5,2020,6,18,SAMPLE,,,,.,No clinical signs,honey sample for pesticide analysis
CM1127,89D81AA2C010D67185C9217788CBCCF6,5,4,2020,8,24,OUTPUT,No input-output,0.3,G167A,Kilogram,No clinical signs,feeder
CM1612,5BC8557A401F84B44F1BF03B71F3CF7C,1,6,2020,4,24,SAMPLE,,,,.,No clinical signs,honey sample for pesticide analysis
CM354,EAC7A9C9E5F667F3D1071B4DFBA72CF8,4,3,2019,9,26,INPUT,Sucrose,6.7,G167A,Kilogram,No clinical signs,
CM1629,5BC8557A401F84B44F1BF03B71F3CF7C,1,6,2020,8,13,SAMPLE,,,,.,No clinical signs,honey sample for pesticide analysis
CM1067,89D81AA2C010D67185C9217788CBCCF6,5,4,2020,3,23,INPUT,Foundation comb,0.5,G167A,Kilogram,No clinical signs,1 frame of foundation added
CM1735,5BC8557A401F84B44F1BF03B71F3CF7C,1,1,2020,8,13,SAMPLE,,,,.,No clinical signs,honey sample for pesticide analysis
CM356,EAC7A9C9E5F667F3D1071B4DFBA72CF8,4,5,2019,9,26,INPUT,Sucrose,4.2,G167A,Kilogram,No clinical signs,
CM1739,5BC8557A401F84B44F1BF03B71F3CF7C,1,3,2020,8,13,SAMPLE,,,,.,No clinical signs,honey sample for pesticide analysis
CM574,89D81AA2C010D67185C9217788CBCCF6,6,1,2019,6,6,SAMPLE,,,,.,No clinical signs,Collect beebread and nectar samples
CM1742,5BC8557A401F84B44F1BF03B71F3CF7C,1,7,2020,6,18,SAMPLE,,,,.,No clinical signs,honey sample for pesticide analysis
CM880,EAC7A9C9E5F667F3D1071B4DFBA72CF8,4,11,2020,5,3,INPUT,Super + 10 frames,5,G167A,Kilogram,No clinical signs,
CM1747,5BC8557A401F84B44F1BF03B71F3CF7C,1,8,2020,6,18,SAMPLE,,,,.,No clinical signs,honey sample for pesticide analysis
CM1499,89D81AA2C010D67185C9217788CBCCF6,6,14,2020,6,23,INPUT,Foundation comb,0.5,G167A,Kilogram,No clinical signs,1 frame of foundation added
CM1255,5BC8557A401F84B44F1BF03B71F3CF7C,2,4,2020,8,17,SAMPLE,,,,.,No clinical signs,ingen honning - der var intet
CM882,EAC7A9C9E5F667F3D1071B4DFBA72CF8,4,6,2020,5,3,INPUT,Super + 10 frames,5,G167A,Kilogram,No clinical signs,
CM1607,5BC8557A401F84B44F1BF03B71F3CF7C,1,5,2020,9,23,SAMPLE,,,,.,No clinical signs,live bees
CM340,89D81AA2C010D67185C9217788CBCCF6,5,8,2019,5,14,OUTPUT,Brood comb,1,G167A,Kilogram,No clinical signs,Brood comb from colony 8 to colony 2
